sl.no.,brand,name,reviews date added,reviews do recommend,reviews num helpful,reviews rating,reviews,reviews ritle,reight
2406,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,For as long as I can remember I've been using Carmex on my lips! This one in the jar is my favorite. The smallest bit goes the longest way and you'll probably lose it before you run out! I love applying it before lipstick so my lips stay nice and moisturizer all day long!,OLDIE BUT A GOODIE,
2407,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Been using this stuff as far back as I remember. Don't go anywhere with it. Tried several other products but not as good. Started with the jar, then the tub, and now the stick. Highly recommended! Don't even bother trying anything else, when you have the best, why bother",Lifetime user,
2408,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"A month ago my lips along with the rest of me got very sunburned and I tried the blistex I had and it wasn't helping at all. I was in the gas station and picked some carmex up and wow instant long lasting relief. Thought to myself, wish I could spread this all over my body.",Above the rest!!!,
2409,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I really like Carmex in general, I started with using the jar when I had chapped lips and I was sold the first time, by the end of the day I could feel my lips healing up. Now I have long nails so I have graduated to the lipstick looking Carmex and I love that one as well.",Works Everytime!!!,
2410,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using this for years...literally. I am 61 and have used this since the 60s,The best!!!!!,
2411,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I love Carmex. Love the small container that it comes in. It really works for me a lot. Especially in winter time. My face gets really dried out . I use a little bit on the dry parts of my face , it works great. Thanks for such a great product. I buy nothing but Carmex.",Container,
2412,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,,,5,It works so great on my cold sores! The moment I saw one coming up and I instantly put it on and the irritation stops. Then I swear it sped up the blistering and leaking time as well and now it's scanning over and healing right now. Love it!,For Cold Sores,
2413,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I buy this all the time and I have at least 4 open at one time in my purse, by my computer desk, right on my night stand and of course one riding my car! I have dry lips all the time and Carmex is my best friend it keeps my lips soft and moist and kissable for my husband.",Lip Lover's Delight,
2414,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Coming into Spring my lips were so dry that I couldn't even open them right up. Lipstick looked bad on me and was embarrassing. I tried Nivea, manuka honey lip balm and more! A week ago I heard the ad on the radio about Carmex, so I stopped to buy it. Best decision ever!",Saved my lips!,
2415,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,The others seem only to provide a barrier over the lips whereas Carmex actually moisturizes and heals them. I love this stuff. I've used it exclusively for as long as I can remember. Let everyone else try what they will ... I'll have only Carmex!,WORKS and feels nice too.,
2416,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have used Carmex Lip Balm Jar ever since I was a little kid and though people make fun of me because I'm old school I don't care...I LOVE IT!!! It gets the job done and keeps my lips smooth and protected. I appreciate it and so does my wife! :) Thanks Carmex!,Carmex Original Lip Balm Jar,
2417,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have used CARMEX for years, it is the only lip moisturizer/therapy that works for my lips. I have tried many others including all the name brand type but CARMEX is the only one that works every time. I use it winter and summer.",Heals chapped lips overnight!,
2418,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I bought this one day hoping it would help. That was 5 years ago and I have used it every night since. We keep 1 on my husbands night table and on mine. My lips are slathered when I go to bed and when I wake up, they are baby soft. Love my full pout with this product.",Great product for chapped dry lips,
2419,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I'v been using carmex for as long as I can remember I'm 57 now I tried others but always go back I like the jar because you can use what you need and it's like an old friend when lips are dry the old yellow and white jar is just the ticket :) BTW I miss the glass jar :(,Old Favorite Still Great,
2420,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"You can always rely on a jar of Carmex to relieve your chapped lips all year round! I especially use it throughout the winter and keep one in my pocket (and the nightstand, and the kitchen, and the desk...). I've even used it on my nose when I have a cold to protect it!",Old Faithful,
2421,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Been using lip balm for many years. Tried just about every brand. Carmex has been the best for my lips. I stopped trying brands after Carmex. And when the can was introduced, WOW!, takes away any disadvantage of tubes/rollers always keeping my lip protection protected.",Awesome Lips in a Can,
2422,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Last year I was having a lot of trouble with very dry chapped lips, tried chapped stick, which normally helps. But this time it was not, so I purchased Carmex in the jar and started using it and immediately started to see relief. I keep it handy in my bathroom.",Great stuff!!,
2423,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been an avid Carmex original lip balm jar user for years now. I don't think I could ever use anything else. I love the way it moisturizes my lips without feeling waxy or gunky. The price-point is completely reasonable as well.,My Go-To for Chapped Lips,
2424,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have bought many products for chapped lips. I bought Carmex one day years ago and loved it. Carmex is the best. I don't buy anything else now. It is also good for coldsores. I love the cool feeling on my lips. Carmex rocks!!!,The Best,
2425,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,Back when I was little and complained about my super dry and chapped lips I remember my dad handing me a little jar of lip stuff Now I have all forms of CarMex but this one holds memories as I apply it to fix my aweful lips.,Old Fashioned Favorite,
2426,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,Worse case of chapped lips ever! Desperate we stopped at a drug store and sked for the best and fastest cure. Was advised to use Carmex. It started working right away and in a few days the lip licking and soreness had disappeared.,Carmes saved my daughter's vacation,
2427,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"My mother used this product, and now I use it and so does my grown daughter. It has worked well to heal cracked dry lips and I've tried lots of products over the years but always come back to Carmex. Now, I won't use anything else.",The tried and true treament for dry cracked lips,
2428,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Carmex is my go to product most of the time when my lips are dry. I love the original jar just because thats what I grew up with I think, but I really love all carmex products! I love the smell, feel and how it helps my chapped lips!",I Love Carmex!,
2429,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Living in the desert, it is a struggle to keep my lips from drying out and cracking. When daily summer temps are over 100 degrees daily, protecting my lips is important. The ONLY thing that works is carmex! I prefer the original jar.",My favorite carmex product,
2430,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I used to use eos and I found out that I was allergic to it so I stuck with Carmex. Carmex is the best lip balm in the world!!!,Best lip balm ever!!!!!!!,
2431,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Our family loves Carmex! You will find Carmex In every room of our house, our cars. we are Boyscout leaders and We all have Carmex in our backpacks. Our kids all get Carmex in there stockings for Christmas. Can't live without it!!",Can't survive without Carmex,
2432,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Carmex jarred lip balm reminds me of being a little girl and going to the water park with my family. My mom would put it on my lips to prevent them from being sunburned. She always carried it in her purse....and now, so do I. :)",The Original,
2433,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I buy this every year. Its a must have for the winter months. Not only is it great for your lips but its also great for the rough egdes of your nose when its chapped. Always has been the greatest product. And it also smells good.,multi use,
2434,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using Camex in the jar for the last 4 yrs. I used it once in the morning also again before I go to sleep. I enjoy the way it feels and protects my lips. My wife says I crazy for as many times I apply the wax to my lips.,Overall feel and protection it gives to my lips .,
2435,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been a fan of Carmex for years! I wish I could remember when I first used Carmex for my cold sore, but I'm sure it was 20 years ago and I never leave home without one in my purse. Love, Love, Love this product..Thanks!!!!",Don't go anywhere with out my Carmex Jar!!,
2436,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"This is the only lip balm I purchase. My lips get dry easily and I get a cold sore a couple times a year. Once I feel a cold sore coming on, I apply this and can feel it start to work immediately. I would recommend this to anyone!",Love this Carmex,
2437,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using Carmex since I was a little girl because of my Mom. Carmex is her absolute favorite lip balm and I don't blame her! She has also been using Carmex forever. I have never had a lip balm work as well as Carmex.,History with Carmex,
2438,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,carmex is the only thing that saves my precious lips in the blustery windy cold of western ny. (remember buffalo last year). I have used this since i was a kid and i cant imagine ever changing because this works the best.,harsh ny winters...,
2439,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been buying these little pots for years not only to heal my lips but to protect them.This product keeps my lips soft and full and free from painful cracks during the winter.As a pharmacist I also recommend this product.,best little yellow topped pot for great lips,
2440,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"This is the product I remember using the very most it seems as a child it was just always around us all the time, for cracked Winter skin, then when the heat came out and cracked even more just great to have handy always.",Used The Most,
